ID_TestSet,file,bx,by,bz,bl,bm,bn,bmag,vx,vy,vz,vmag,np,tpar,tper,goal
272,618,-6.43,26.76,14.5,14.84,-10.73,25.13,31.11,-341.02,86.37,89.95,363.1,2.81,193.6,468.22,1
272,618,-10.86,42.38,12.91,14.43,-20.91,37.88,45.61,-279.32,71.54,67.3,296.08,3.13,176.28,469.6,1
272,618,-19.13,16.88,37.02,40.83,-10.61,15.6,44.98,-379.07,108.01,145.44,420.13,6.07,425.64,286.75,1
272,618,-13.64,-2.85,42.16,44.29,3.2,-0.009,44.4,-406.86,189.88,127.82,466.83,5.34,336.17,280.01,1
272,618,-12.62,-6.04,38.2,40.36,3.97,-3.29,40.68,-381.19,177.63,168.36,452.98,6,284.5,234.32,1
272,618,-10.75,-5.93,33.23,35.04,3.9,-3.42,35.43,-377.11,165.58,151.07,438.7,6.17,308.85,263.64,1
272,618,-6.86,-9.31,29,29.79,7.13,-5.98,31.21,-382.05,154.47,136.02,433.97,5.86,329.22,234.13,1
272,618,-10.21,-5.06,26.2,28.29,1.72,-3.63,28.58,-385.64,162.53,157.52,447.16,5.44,301.89,252.72,1
272,618,-14.15,-1.33,22.92,26.57,-4.17,-2.04,26.96,-433.38,173.17,135.94,486.08,4.02,446.3,259.16,1
272,618,-29.04,2.71,11.94,21.75,-22.23,-5.12,31.52,-315.82,268.08,60.52,418.66,1.13,710.63,382.52,1
272,618,-27.05,5.94,16.66,25.28,-20.13,-0.66,32.33,-172.8,93.08,-9.73,196.52,0.83,274.54,354.69,1
272,618,-23.24,9.51,19.19,26.08,-17.32,4.35,31.61,-218.44,135.96,30.95,259.16,1.05,566.94,355.66,1
272,618,-24.08,11.33,18.63,25.8,-18.91,5.66,32.5,-274.91,84.75,26.25,288.86,0.86,713.97,366.45,1
272,618,-23.7,13.18,19.91,26.78,-18.85,7.72,33.65,-303.6,129.17,-4.19,329.95,0.98,705.82,403.29,1
272,618,-22.6,10.3,22.95,29.29,-15.82,5.93,33.83,-290.23,109.63,-4.7,310.27,1.24,642.32,360.48,1
272,618,-24.16,8.7,21.18,28.29,-17.16,3.63,33.29,-282.92,143.22,49.38,320.94,1.24,824.48,362.91,1
272,618,-26.92,8.19,16.88,25.35,-20.79,1.5,32.82,-327.29,167.3,62.84,372.91,1.18,912.48,402.32,1
272,618,-25.94,9.59,15.88,24,-20.79,2.96,31.88,-316.61,119.23,7.78,338.41,1.13,702.88,422.32,1
272,618,-23.87,10.6,14.59,22,-19.79,4.37,29.92,-357.67,145.63,52.97,389.8,1.99,639.85,335.86,1
272,618,-20.05,10.15,18.7,24.42,-14.97,5.92,29.25,-415.86,174.61,130.61,469.55,3.08,582.21,252.3,1
272,618,-20.83,8.04,18.75,24.83,-14.83,3.71,29.16,-451.89,184.14,149.58,510.38,4.35,441.39,232.41,1
272,618,-19.46,8.08,19.85,25.34,-13.3,4.39,28.95,-372.61,185.5,94.08,426.73,2.48,597.36,298.92,1
272,618,-22.35,9.25,17.54,24.21,-17,4.12,29.87,-362.41,164.92,56.15,402.1,2.17,547.33,312.5,1
272,618,-20.83,9.36,18.58,24.62,-15.38,4.91,29.44,-362.29,153.61,52.4,396.98,2.67,569.59,295.51,1
272,618,-20,8.91,19.96,25.61,-14.04,5,29.62,-360.79,160.89,56.5,399.07,2.83,515.85,289.6,1
272,618,-15.06,7.55,21.96,25.69,-8.58,5.73,27.68,-407.88,169.88,85.55,450.04,3.69,448.26,282.39,1
272,618,-10.42,5.17,26,27.79,-2.34,5.76,28.49,-428.04,179.49,131.17,482.33,4.26,439.51,240.5,1
272,618,-15.04,7.35,23.92,27.5,-7.85,5.88,29.2,-403.82,189.78,131.52,465.17,3.79,453.35,260.19,1
272,618,-15.89,7.4,25.58,29.36,-8.05,5.93,31.01,-402.61,211.94,94.72,464.75,2.88,613.58,279.42,1
272,618,-17.29,8.32,27.36,31.49,-9.02,6.61,33.41,-349.05,166.5,4.3,386.76,1.56,600.25,335.76,1
272,618,-17.4,9.49,26.83,30.99,-9.73,7.58,33.36,-320.94,125.94,-61.63,350.23,1.25,305.3,392.14,1
272,618,-17.02,10.78,27.03,31,-9.81,8.93,33.72,-359.26,134.66,-69.87,389.98,1.16,598.07,367.76,1
272,618,-16.36,8.07,28.5,32.22,-7.74,6.89,33.84,-384.19,170.66,-81.19,428.16,1.29,742.5,361.04,1
272,618,-14.64,6.35,28.21,31.37,-5.7,5.82,32.41,-435.23,199.86,48.09,481.33,2.34,877.59,277.64,1
272,618,-13.99,4.28,25.85,29.02,-5.15,3.71,29.7,-455.98,193.96,113.87,508.42,4.21,615.76,233.52,1
272,618,-14.19,5.5,23.08,26.48,-6.7,4.31,27.65,-457.7,211.35,136.33,522.25,4.68,461.45,236.03,1
272,618,-14.9,8.23,21.61,25.28,-8.82,6.35,27.51,-467.07,224.24,114.76,530.66,4.4,470.57,246.27,1
272,618,-17.11,8.56,19.25,23.88,-11.64,5.52,27.13,-520.15,218.17,138.91,580.9,4.87,400.82,242,1
272,618,-13.2,8.44,21.36,24.4,-7.5,7.07,26.49,-538.75,240.55,105.04,599.28,4.73,445.11,246.28,1
272,618,-11.61,6.98,21.84,24.3,-5.42,6.33,25.7,-539.85,242.64,118.3,603.59,5.06,356.07,225.49,1
272,618,-11.3,5.39,20.59,23.1,-4.98,4.75,24.1,-518.05,231.32,141.99,584.84,6.07,301,253.02,1
272,618,-6.94,2.5,24.77,25.46,1.25,4.23,25.85,-487.8,210.97,161.02,555.33,6,237.41,297.51,1
272,618,-5.63,2.53,26.03,26.15,2.8,4.9,26.75,-498.48,243.69,113.19,566.28,4.45,465.8,268.58,1
272,618,-15.83,4.76,25.24,29.12,-7.13,3.44,30.17,-414.39,204.33,47.13,464.42,2.53,840.57,323.29,1
272,618,-16.95,3.5,25.9,30.19,-7.41,2.01,31.16,-390.08,201.85,40.43,441.07,1.94,937.13,328.2,1
272,618,-17.49,6.15,22.45,27.09,-10.01,3.7,29.12,-367.54,166.63,55.2,407.3,1.7,885.59,342.92,1
272,618,-22.8,9.01,16.77,23.69,-17.57,3.62,29.71,-288.95,153.72,53.68,331.67,1.61,806.23,345.72,1
272,618,-22.67,9.16,19.04,25.73,-16.75,4.19,30.99,-260.02,164.47,-0.68,307.67,1.3,691.66,362.47,1
275,621,14.29,-6.57,28.95,21.79,24.43,3.59,32.95,-360.5,162.47,170.53,430.61,9.44,78.9,131,0
275,621,12.86,-6.89,28.75,22.16,23.25,2.78,32.24,-351.29,172.83,163.67,424.33,8.99,75.87,121.57,0
275,621,12.6,-6.28,28.44,21.95,22.69,3.21,31.74,-341.23,176.75,160,416.26,8.87,77.88,132.97,0
275,621,11.76,-5.5,28.08,21.9,21.54,3.6,30.94,-339.82,171.47,158.1,412.16,9.1,77.37,125.51,0
275,621,10.48,-5.31,27.79,22.1,20.28,3.29,30.18,-352.86,156.13,157.77,416.88,9.44,77.08,124.47,0
275,621,10.94,-3.87,28.57,22.6,20.38,4.92,30.84,-348.29,170.58,163.66,420.94,8.3,76.98,116.66,0
275,621,11.66,-3.16,28.04,21.8,20.58,5.73,30.53,-349.82,160.41,162.5,417.73,8.3,84.01,120.08,0
275,621,12.19,-2.66,27.7,21.29,20.75,6.31,30.38,-344.75,156.91,164.52,412.95,8.53,80.32,142.16,0
275,621,13.17,-0.78,29.07,22.12,21.34,8.61,31.92,-358.25,170.88,173.57,433.2,7.95,74.73,126.26,0
275,621,15.27,2.54,28.96,21.12,21.88,12.38,32.84,-354.54,169.88,179.63,432.23,7.95,71.94,114.52,0
275,621,20.83,4.68,28.38,18.44,25.73,16.12,35.52,-362.2,194.08,204.27,458.89,7.12,155.27,90.3,0
275,621,22.19,0.97,29.18,18.8,28.54,13.27,36.66,-388.57,178.86,162.77,457.69,4.55,132.66,163.67,0
275,621,11.68,-0.91,33.68,26.95,21.62,8.78,35.66,-395.26,161.25,168.52,458.94,6.67,175.1,221.52,0
275,621,3.83,-4.48,33.86,30.17,16.21,2.89,34.36,-375.85,204.63,144.14,451.57,6.09,188.36,170.66,0
275,621,2.69,-3.36,32.47,29.26,14.35,3.3,32.75,-381.14,181.88,164.16,453.1,7.38,201.49,163.21,0
275,621,7.28,-2.75,30.62,25.82,17.49,5.09,31.6,-395.44,212.17,179.08,483.17,7.01,149.66,177.21,0
275,621,4.55,-3,29.77,26.04,14.93,3.8,30.27,-398.48,212.77,190.13,490.11,8.41,186.42,159.69,0
275,621,5.56,-3.94,29.26,25.23,15.99,3.18,30.04,-373.72,194.61,189.94,462.17,8.07,127.29,155.3,0
275,621,9.71,-10.3,26.86,21.7,21.16,-1.74,30.36,-360.35,171.66,180.69,438.14,8.18,110.3,132.8,0
275,621,8.23,-7.64,27.19,22.45,19,0.28,29.42,-368.85,153.67,178.03,437.45,8.76,75.44,135.83,0
275,621,8.65,-6.2,27.57,22.61,18.95,1.82,29.55,-356.38,163.02,166.41,425.76,8.76,71.37,132.88,0
275,621,10.14,-6.02,26.8,21.34,19.92,2.35,29.29,-351.76,158.97,160.44,418.04,8.64,75.37,134.69,0
275,621,10.26,-4.31,26.99,21.4,19.44,4.01,29.19,-353.44,167.11,158.97,422.02,8.64,72.44,121.19,0
275,621,10.69,-4.02,26.53,20.79,19.55,4.35,28.88,-355.66,157.27,157.36,419.51,8.99,76.48,129.47,0
275,621,10.9,-4.33,26.42,20.63,19.82,4.11,28.91,-362.39,164.25,152.66,426.16,8.53,84.38,137.28,0
275,621,13.83,-4.62,25.38,18.6,22.12,4.64,29.28,-349.45,153.05,151.5,410.48,8.64,79.15,118.01,0
275,621,15.44,-6.89,21.52,14.49,23.09,2.41,27.37,-332.7,152.89,139.58,391.85,8.99,90.37,143.44,0
275,621,13.55,-6.29,23.02,16.57,21.71,2.59,27.45,-342.27,160.91,134.77,401.51,9.1,81.73,125.93,0
275,621,13.09,-4.28,23.95,17.52,20.88,4.46,27.62,-349.26,165.19,145,412.67,9.67,85.37,142.74,0
275,621,11.32,-2.68,25.63,19.69,19.3,5.65,28.15,-354.48,170.21,155.38,422.8,9.1,86.68,132.42,0
275,621,13.7,-3.86,24.8,18.09,21.54,5.21,28.61,-357.04,179.05,146.94,425.6,9.33,75.13,121.41,0
275,621,15.28,-2.82,24.63,17.29,22.45,6.66,29.12,-340.72,166.22,155.71,409.82,8.07,76.19,121.41,0
275,621,15.05,-3.72,24.69,17.45,22.62,5.77,29.16,-321.52,170,158.86,396.89,9.21,76.37,125.01,0
275,621,14.13,-3.87,25.26,18.34,22.07,5.41,29.2,-333.2,173.52,166,410.7,8.53,76.84,122.65,0
275,621,15.24,-3.13,24.6,17.29,22.53,6.35,29.11,-337.38,177.44,176.91,420.25,9.56,79.51,121.76,0
275,621,16.29,-2.78,25.01,17.26,23.45,7.1,29.99,-337.1,175.08,180.55,420.58,9.33,72.66,113.36,0
275,621,17.65,-3.9,24.46,16.3,24.87,6.43,30.43,-330,169.02,182.41,413.2,8.18,82.41,123.33,0
275,621,16.12,-5.45,26.23,18.55,24.7,4.78,31.27,-343.91,169.66,186.27,426.32,8.87,75.34,105.75,0
275,621,14.39,-5.92,26.04,19.05,23.32,3.74,30.35,-357.48,166.05,171.19,429.73,8.18,81.04,118.41,0
275,621,12.59,-1.08,27.79,21.16,20.53,7.92,30.53,-378.97,169.75,173.24,449.92,8.64,83.25,117.63,0
275,621,13.03,0.63,28.04,21.17,20.36,9.71,30.94,-385.67,177.25,187.36,463.95,7.95,123.5,86.8,0
275,621,14.73,0.54,27.42,19.95,21.65,10.08,31.12,-378.72,178.41,186.85,458.44,8.53,81.01,149.75,0
275,621,18.42,2.45,26.43,17.6,23.82,12.92,32.32,-367.22,195.75,189.63,457.3,5.86,82.91,135.35,0
275,621,21.92,0.57,26.23,16.19,27.49,12.31,34.18,-401.67,210.05,198.41,494.8,7.07,194.33,135.44,0
275,621,18.09,-6.77,27.62,19.18,27.36,4.45,33.7,-399.72,204.71,218.47,499.41,6.15,147.35,184.85,0
275,621,12.25,-9.65,29.1,22.82,23.86,0.09,33,-380.19,175.05,224.55,474.98,9.56,152.63,121.84,0
275,621,11.06,-4.98,28.27,22.3,20.82,3.88,30.76,-393.73,196.5,204.36,485.17,8.53,84.94,120.01,0
275,621,17.8,-1.21,24.67,16.33,24.07,9.01,30.45,-356.14,207.52,201.05,458.6,10.7,108.48,159.74,0
275,621,13.07,-7.22,26.68,20.18,22.86,2.2,30.58,-371.73,197.53,214.22,472.32,9.33,97.01,128.61,0
275,621,11.32,-7.83,27.29,21.42,21.78,1.16,30.58,-386.67,185.49,203.99,474.89,8.3,145.83,111.5,0
275,621,9.97,-4.23,28.94,23.3,19.82,4.33,30.91,-373.19,199.6,213.02,473.79,7.38,151.05,107.58,0
275,621,17.21,0.4,24.27,16.12,22.82,10.24,29.76,-349.88,238.77,208.05,471.92,8.53,145.61,129.3,0
275,621,14.03,-2.54,27.5,20.4,22.23,7,30.98,-367.47,195.97,214.88,468.61,7.5,108.55,138.52,0
275,621,15.19,-4.11,27.09,19.65,23.68,5.86,31.33,-372.64,144.74,206.25,449.82,8.76,123.76,99.98,0
275,621,11.7,-2.6,30.4,23.95,21.19,6.65,32.66,-391.27,189.44,205.27,480.75,7.95,110.51,86.91,0
275,621,11.15,-0.91,31.16,24.8,20.33,8.18,33.11,-397.67,193.89,184.99,479.54,7.95,78.97,113.36,0
275,621,10.83,-0.43,31.04,24.79,19.84,8.49,32.88,-391.85,190.63,188.67,474.85,8.07,154.55,94.25,0
275,621,13.25,-0.8,30.79,23.7,22,8.91,33.54,-395.72,195.75,195.78,482.95,7.73,123.44,85.63,0
275,621,13.92,-2.01,30.77,23.45,23.02,8.01,33.83,-395.73,194.22,201.61,484.73,8.3,75.25,122.22,0
275,621,15.57,-0.18,29.42,21.53,23.32,10.02,33.29,-394.23,195.22,215.05,489.66,7.95,73.38,124.77,0
275,621,11.7,8.24,31.5,24.58,17.52,16.91,34.59,-413.39,222.38,185.58,504.76,6.44,141.6,207.52,0
275,621,0.16,-14.21,28.88,27.28,15.01,-8.2,32.2,-401.67,218.82,181.38,492.05,7.01,226.52,182.41,0
275,621,4.78,-0.12,31.12,27.11,14.51,6.77,31.49,-394.64,208.3,197.94,488.17,7.84,109.01,118.38,0
275,621,6.99,1.92,32.81,27.78,16.23,9.7,33.61,-388.89,194.72,190.52,474.8,7.38,117.47,71.73,0
275,621,12.24,-2.23,31.95,25.2,22.04,7.44,34.29,-377.89,177.88,190.08,458.89,8.18,71.44,111.5,0
275,621,12.89,-3.1,31.84,24.87,22.88,6.84,34.5,-386.27,176.72,191.86,466.1,8.3,103.88,80.32,0
275,621,14.82,-4.15,30.98,23.4,24.66,6.36,34.59,-383.11,180.8,193.66,465.79,8.18,76.8,117.52,0
275,621,13.16,-5.08,31.42,24.45,23.7,5.02,34.43,-383.83,178.5,193.33,465.36,7.73,159.36,91.16,0
275,621,18.48,-6.17,28.43,19.75,27.74,5.27,34.47,-367.67,189.8,198.08,458.75,7.73,157.36,94.73,0
275,621,15.68,-8.8,28.17,20.65,26.2,1.85,33.41,-389.64,180.39,203.77,475.26,7.73,71.01,109.5,0
275,621,14.06,-7.88,27.6,20.69,24.27,2.07,31.95,-371.2,186.94,195.44,459.29,8.18,76.69,135.63,0
275,621,12.59,-7.08,27,20.65,22.51,2.22,30.62,-371.92,185.77,184.8,454.95,7.84,80.01,139.47,0
275,621,10.56,-5.85,27.46,21.79,20.44,2.76,30.01,-369.17,182.69,183.77,451.04,8.64,75.93,130.5,0
275,621,12.17,-6.12,25.9,19.75,21.42,2.79,29.27,-368.39,173.39,172.86,442.32,8.41,80.83,136,0
275,621,9.54,-4.68,28.07,22.68,19.32,3.61,30.02,-373.45,177.13,178.42,450.2,8.64,77.79,130.16,0
275,621,10.29,-3.65,27.88,22.2,19.53,4.79,29.95,-356.14,170.32,177.3,432.76,8.53,74.93,138.19,0
275,621,12.31,-4.81,26.67,20.36,21.29,4.18,29.76,-359.04,165.92,170.58,430.75,8.41,81.26,114.52,0
275,621,12.85,-4,27.24,20.66,21.67,5.2,30.38,-365.02,172.3,167.88,437.17,8.99,125.41,88,0
275,621,14.77,-3.62,26.57,19.3,22.95,6.08,30.61,-365.26,168.58,169.28,436.45,8.53,81.76,142.13,0
275,621,13.82,-3.26,27.49,20.51,22.3,6.26,30.94,-371.25,170.13,171.35,442.86,8.53,80.84,114.87,0
275,621,13.79,-2.96,27.15,20.19,22.05,6.47,30.6,-361.95,175,169.61,436.33,8.76,73.26,117.73,0
275,621,15.12,-4.67,26.66,19.29,23.69,5.24,31,-359.27,171.86,172.25,433.92,9.21,76.05,126.7,0
275,621,14.94,-4.59,27.25,19.91,23.69,5.36,31.41,-352.44,178.35,171.5,430.61,8.76,70.26,117.54,0
275,621,14.19,-4.84,26.92,19.9,23.03,4.82,30.82,-346.35,177.39,168,423.85,8.76,78.58,138.55,0
275,621,12.91,-6.13,27.27,20.74,22.52,3.26,30.79,-359.1,171.39,171.22,433.19,9.1,75.76,124.54,0
275,621,13.54,-5.77,25.73,19.05,22.42,3.53,29.63,-352.95,168.41,171.39,426.98,8.87,72.29,113.36,0
275,621,13.58,-5.37,26.29,19.55,22.49,4.02,30.08,-352.57,171.11,170.58,427.42,9.1,172.47,102.09,0
275,621,12.32,-4.25,27.32,20.94,21.32,4.81,30.27,-359.77,168.17,174.94,433.97,8.87,84.87,131.02,0
275,621,13.17,-3.01,27.03,20.3,21.5,6.19,30.21,-347.86,186.75,180.85,434.27,7.5,80.73,110.07,0
278,624,-9.48,4.86,29.88,31.07,-0.12,6.44,31.73,-379.47,184.88,140.52,444.89,5.01,157.25,243.36,2
278,624,-8.67,7.09,27.71,28.67,-0.97,8.41,29.9,-369.89,165.33,189.44,447.26,6.17,113.34,194.3,2
278,624,-12.85,5.37,28.13,30.68,-3.81,5.49,31.4,-441.85,226.39,162.5,522.4,5.77,105.02,253.88,2
278,624,-16.79,8.01,24.21,28.41,-9.52,5.96,30.54,-513.97,226.08,102.33,570.75,4.82,428.19,161.63,2
278,624,-19.43,7.86,22.1,27.42,-12.44,4.59,30.45,-443.14,236.46,68.52,506.94,3.84,539.91,183.8,2
278,624,-22.71,9.78,20.7,27.27,-16.46,5.03,32.25,-291.42,156.35,-3.39,330.73,2.01,459.6,223.25,2
278,624,-27.02,12.12,14.81,23.32,-23.02,4.76,33.11,-235.52,147.25,40.29,280.67,1.5,419.5,209.32,2
278,624,-29.19,13.33,12.32,21.76,-26.18,4.74,34.38,-363.44,112.26,126.37,400.82,3.55,343.38,171.39,2
278,624,-28.32,8.55,16.34,25.35,-22.3,1.28,33.79,-209.94,157.6,53.57,267.92,1.54,150.3,233.14,2
278,624,-26.65,14.34,16.6,24.75,-22.94,7.25,34.52,-199.52,102.05,26.21,225.63,1.26,157.83,207.82,2
278,624,-26.75,14.56,16.38,24.59,-23.18,7.39,34.59,-221.25,103.32,28.62,245.86,1.75,146.05,213.22,2
278,624,-27.55,14.35,16.63,25.12,-23.71,6.97,35.25,-244.58,113.25,30.36,271.23,1.82,110.88,249.25,2
278,624,-25.8,13.12,18.69,26.43,-21.05,6.75,34.45,-230.05,135.07,33.29,268.85,1.8,114.98,220.72,2
278,624,-18.79,11.04,25.61,30.32,-11.91,8.34,33.63,-286.67,127.25,28.26,314.91,2.01,290.14,181.64,2
278,624,-10.3,6.21,32.34,33.61,-0.51,7.84,34.52,-347.05,119.48,98.3,379.98,3.69,130.75,215.97,2
278,624,-12.14,12.54,26.84,28.95,-6.3,12.16,32.02,-344.97,122.51,103.05,380.3,4.02,147.86,271.48,2
278,624,-10.46,12.43,29.4,30.69,-3.95,13.05,33.59,-374.67,169.35,100.09,423.17,3.88,339.26,236.16,2
278,624,-13.19,11.67,30.24,32.52,-5.76,11.58,34.99,-372.32,153.6,115.82,419.08,3.98,251.47,305.7,2
278,624,-19.84,10.62,30.29,35.08,-11.11,8.4,37.75,-347.67,179.11,131.97,412.76,4.92,372.57,276.66,2
278,624,-20.5,5.34,29.38,34.68,-10.01,3.13,36.23,-354.97,181.25,123.19,417.17,4.17,435.2,280.54,2
278,624,-18.86,-0.59,28.69,33.63,-6.62,-1.94,34.34,-362.6,186.16,146.1,432.98,4.97,404.48,234.47,2
278,624,-16.54,-0.67,28.24,32.36,-4.74,-1.33,32.74,-361.2,195.13,149.94,437.07,4.97,374.52,213.91,2
278,624,-7.25,-0.27,30.23,30.76,3.83,2.48,31.09,-396.14,197.58,167.11,473.17,6.83,308.04,185.97,2
278,624,-13.15,5.38,25.69,28.52,-4.88,4.99,29.36,-510.82,215.46,158.49,576.6,6.07,125.33,245.86,2
278,624,-11.01,7.54,27.13,28.98,-3.36,7.94,30.24,-467.23,226.75,138.13,537.4,3.69,298.98,205.16,2
278,624,-14.15,6.81,26.49,29.58,-6.02,6.12,30.79,-422.17,219.58,113.3,489.16,3.46,403.67,224.52,2
278,624,-13.5,6.6,26.03,28.92,-5.53,6.06,30.05,-452.52,206.17,169.03,525.22,5.63,347.5,177.8,2
278,624,-13.08,4.67,27.37,30.07,-4,4.63,30.69,-425.39,218.86,148.49,500.91,4.59,459.95,200.46,2
278,624,-12.12,6.51,26.74,29.05,-4.06,6.55,30.07,-469.54,224.91,134,537.6,3.93,532.55,203.38,2
278,624,-12.26,5.6,26.38,28.82,-3.96,5.61,29.62,-475.16,227.38,130.19,542.6,3.18,478.92,223.36,2
278,624,-11.97,7.96,29.09,31.13,-3.69,8.35,32.45,-432.38,214.05,127.02,498.91,2.46,458.52,180.86,2
278,624,-14.25,6.66,27.17,30.25,-5.82,6.06,31.38,-432.89,176.74,106.82,479.61,3.08,518.96,214.55,2
278,624,-12.68,7.23,25.7,28.29,-5.16,6.86,29.57,-412.17,181.08,109.98,463.44,3.51,424.67,219.78,2
278,624,-19.8,8.64,22.87,28.26,-12.8,5.31,31.48,-291.04,165.72,50.27,338.67,2.15,407.29,272.02,2
278,624,-21.95,11.71,21.96,28.09,-16.1,7.29,33.18,-275.67,143.82,43.2,313.91,1.5,382.42,298.35,2
278,624,-11.51,11.8,28.02,29.83,-5.08,11.88,32.5,-366.42,166.21,96.62,413.79,3.18,401.05,248.32,2
278,624,-8.34,15.02,33.45,33.58,-1.74,16.85,37.61,-440.3,164.3,124.47,486.16,3.03,147.39,224.6,2
278,624,-7.08,1.96,33.02,33.2,4.07,5.08,33.83,-381.08,181.55,54.95,425.69,2.69,306.36,273.73,2
278,624,-9.36,5.63,30.95,31.99,0.04,7.38,32.83,-437.2,188.21,123.33,491.7,4.64,408.14,205.72,2
278,624,-13.57,7.1,27.1,29.91,-5.43,6.68,31.12,-404.14,203.77,84.33,460.39,4.02,404.51,266.29,2
278,624,-15.88,7.81,24.94,28.74,-8.4,6.2,30.58,-336.42,172.94,112.36,394.6,4.12,177,242.66,2
278,624,-6.52,5.86,31.68,31.59,2.66,8.66,32.86,-354.35,161.52,105.59,403.5,2.95,294.29,150.94,2
278,624,-1.78,13.51,33.45,31.2,4.51,17.63,36.13,-383.39,170.86,117.66,435.91,2.27,109.37,221.5,2
278,624,-4.55,19.57,38.2,36.41,1.43,23.13,43.16,-386.86,151.33,101.37,427.6,2.9,171.13,269.57,2
278,624,-11.61,10.33,43.11,43.93,0.38,13.06,45.84,-428.89,145.38,117.12,467.76,4.68,200.11,257.22,2
278,624,-21.4,-14.18,29.71,36.04,-3.41,-15.22,39.27,-422.5,196.99,158.55,492.39,5.44,265.51,190.91,2
278,624,-11.56,-10.44,26.88,29.62,2.77,-8.95,31.08,-396.7,195.39,188.69,480.79,6.07,274.35,186.27,2
278,624,-1.78,-2.78,27.66,26.43,8.66,1.53,27.85,-454.67,196.13,177,525.84,6.17,261.2,153.55,2
278,624,3.27,-2.06,24.95,22.03,11.88,3.42,25.26,-472.04,236.47,197.64,563.75,7.2,185.03,140.53,2
278,624,2.7,-0.37,26.1,23.23,11.14,5,26.25,-457.79,223.69,206,549.59,7.3,151.07,118.73,2
278,624,6.82,-1.65,25.28,20.99,14.91,5.04,26.23,-426.77,211.33,200.75,516.82,8.05,97.58,122.55,2
278,624,1.03,2.01,25.44,23.15,8.58,6.54,25.54,-426.07,218.41,162.72,505.69,5.44,121.54,157.61,2
278,624,-6.55,10.5,27.29,27.37,-0.53,12.21,29.98,-417.51,224.36,116.55,488.08,4.73,243.61,154.11,2
278,624,-9.54,14.02,29.65,30.53,-3.66,14.87,34.16,-416.66,197.74,99.72,471.85,3.41,158.74,202.63,2
278,624,-15.91,8.41,29.03,32.52,-7.3,7.44,34.16,-366.14,123.58,131.53,408.2,3.65,208.66,170.39,2
278,624,-14.22,9,27.67,30.62,-6.51,8.32,32.38,-391.54,157.91,176.91,457.75,6.45,246.89,182.39,2
278,624,-18.92,9.99,24.8,29.67,-11.9,7.19,32.77,-349.01,184.78,140.28,419.08,4.49,226.83,157.33,2
278,624,-12.21,9.15,28.94,31.04,-4.4,9.35,32.72,-380.98,178.39,141.28,443.76,5.48,289.8,195.61,2
278,624,-14.26,5.81,29.29,32.25,-4.81,5.62,33.09,-420.67,198.83,173.8,496.7,6.07,261.85,158.44,2
278,624,-16.35,6.71,28.73,32.47,-7.14,5.67,33.73,-433.38,197.33,160.05,502.36,5.2,248.03,163.61,2
278,624,-10.25,2.04,28.37,30.07,-0.24,3.31,30.25,-415.54,209.47,153.52,490.01,4.49,312.04,178.22,2
278,624,-12.94,7.31,26.02,28.67,-5.31,6.9,29.96,-421.35,195.67,169.35,494.48,4.82,302.07,175.47,2
278,624,-13.28,9.01,26.83,29.49,-5.97,8.5,31.27,-411.67,215.6,149.47,488.16,4.49,277.6,162.05,2
278,624,-10.51,7.12,28.51,30.09,-2.31,7.96,31.2,-418.22,194.3,152.72,485.77,4.87,258.2,186.85,2
278,624,-14.06,5.39,27.65,30.67,-5.03,5.02,31.48,-428.2,193.97,163.33,497.64,5.53,222.92,190.64,2
278,624,-13.74,7.94,25.3,28.28,-6.48,7.1,29.87,-427.77,232.02,153.36,510.25,4.12,270.73,178.46,2
278,624,-9.41,5.56,27.88,29.16,-0.98,6.77,29.95,-448.22,203.88,152.35,515.44,3.65,266.55,151.39,2
278,624,-3.93,8.05,26.77,26,2.46,10.72,28.23,-446.67,197.16,133.49,506.17,4.17,252.02,191.24,2
278,624,-1.43,2.23,31.29,29.48,8.3,6.93,31.4,-472.63,208.69,168.94,543.58,6.64,265.16,135.27,2
278,624,-8.22,5.34,26.29,27.26,-0.39,6.69,28.07,-484.14,255.64,148.61,567.29,6.83,271.04,128.86,2
278,624,-0.8,3.01,28.37,26.52,7.59,7.36,28.54,-448.47,207.78,167.8,521.96,6.07,241.69,134.41,2
278,624,7.91,-1,27.6,22.7,16.37,6.41,28.73,-382.82,178.16,172.16,456,6.07,105.98,179.83,2
278,624,8.44,-0.4,25.61,20.65,15.96,6.8,26.96,-334.5,162.75,195.25,420.11,8.71,219.38,108.55,2
278,624,0.66,7.39,28.87,26.28,7.39,12,29.82,-319.79,165.97,157.63,393.27,7.77,96.05,163.61,2
278,624,-8.71,4.7,31.54,32.33,1.15,6.83,33.07,-343.35,183.69,164.33,422.64,5.06,234.92,156.88,2
278,624,-14.83,9.57,24.37,27.76,-8.34,8.09,30.1,-313.75,184.14,117.33,382.25,3.08,176.27,256.7,2
278,624,-10.48,8.04,24.4,26.23,-3.99,8.12,27.75,-294.26,123.55,170.14,361.67,7.96,126.98,186.86,2
278,624,-2.87,4.96,23.98,23.12,3.61,7.72,24.66,-202.39,119.15,150.74,279.07,7.3,233.27,116.41,2
278,624,-9.94,6.49,27.76,29.2,-1.83,7.44,30.19,-144.88,112.18,136.11,228.25,4.97,123.98,165.91,2
278,624,-6.74,6.61,27.2,27.5,0.7,8.52,28.79,-182.19,88.22,133.11,242.25,5.01,217.38,152.22,2
